uo,Nome,ua,Nome,programa,Nome,acao,Nome,subacao,Nome,unidade_medida,Produto,qtde_prevista,Executado,justificativa,descricao_restricao,eficacia
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,3,Adequação dos Espaços Escolares (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,2,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,"13,333"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,4,Contratação de Apoio Administrativo (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,5,Subvenção Regular para Complementação da Merenda (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2701,Apoio a inclusão de alunos com deficiência no cotidiano escolar,1,Promoção da Escolarização com Práticas Pedagógicas Inclusivas e Acessibilidade (META NÃO CUMULATIVA),Pessoa,Aluno atendido,443,253,A meta não foi atingida porque o quantitativo de estudantes matriculados com perfil de necessidade do profissional de apoio à inclusão nesta regional foi abaixo do previsto. ,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"57,111"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2701,Apoio a inclusão de alunos com deficiência no cotidiano escolar,2,Transporte Escolar Acessível (META NÃO CUMULATIVA),Pessoa,Aluno atendido,32,33,O Transporte Escolar Acessível atende por demanda das famílias. A demanda real de 2018 foi superior à meta projetada e foi atendida em 100%. O atendimento à demanda superior à meta não acarretou aumento dos custos.,,"103,125"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2701,Apoio a inclusão de alunos com deficiência no cotidiano escolar,4,Fornecimento de Kits Escolares (META NÃO CUMULATIVA),Unidade,Material distribuído,443,0,A distribuição dos kits escolares foi efetivada dentro do quantitativo da Educação Infantil e Ensino Fundamental. Não ha distinção do kit para os estudantes com deficiência. Eles foram contemplados no Ensino Fundamental e Educação Infantil.,Administrativas e/ou Gerenciais,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2701,Apoio a inclusão de alunos com deficiência no cotidiano escolar,5,Parcerias com Instituições da Sociedade Civil (META NÃO CUMULATIVA),Pessoa,Aluno atendido,443,0,As parcerias não se efetivaram. porque houve uma outra opção gerencial para execução desta ação,Administrativas e/ou Gerenciais,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,1,Subvenção Regular (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,1,Subvenção Regular (META NÃO CUMULATIVA),Unidade,Escola contemplada,11,11,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,2,PAP - Projeto de Ação Pedagógica (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,2,PAP - Projeto de Ação Pedagógica (META NÃO CUMULATIVA),Unidade,Escola contemplada,11,11,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,3,Adequação dos Espaços Escolares (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,12,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,80
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,3,Adequação dos Espaços Escolares (META NÃO CUMULATIVA),Unidade,Escola contemplada,1,1,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,4,Contratação de Apoio Administrativo (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,4,Contratação de Apoio Administrativo (META NÃO CUMULATIVA),Unidade,Escola contemplada,1,1,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,5,Subvenção Regular para Complementação da Merenda (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,5,Subvenção Regular para Complementação da Merenda (META NÃO CUMULATIVA),Unidade,Escola contemplada,1,1,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2046,Gestão Descentralizada da Educação,6,Orçamento Participativo da Criança e Adolescente - OPCA (META NÃO CUMULATIVA),Unidade,Escola contemplada,3,0,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,1,Administração do Ensino Fundamental (META NÃO CUMULATIVA),Pessoa,Aluno matriculado,6568,6364,As alterações nos quantitativos são decorrentes dos acertos na movimentação escolar relativas a alunos que foram afastados por abandono ou solicitação de transferência,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"96,894"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,2,Administração da Educação de Jovens e Adultos (META NÃO CUMULATIVA),Pessoa,Aluno matriculado,1930,1988,As alterações nos quantitativos são decorrentes dos acertos na movimentação escolar relativas a alunos que foram afastados por abandono ou solicitação de transferência,,"103,005"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,3,Fornecimento de Kits Escolares  (META NÃO CUMULATIVA),Pessoa,Aluno matriculado,6568,7670,O número de matriculados na rede foi superior à meta estimada.,,"116,778"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,3,Fornecimento de Kits Escolares  (META NÃO CUMULATIVA),Pessoa,Aluno matriculado,1930,1700,O número de matriculados na rede foi inferior à meta estimada.,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"88,083"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,5,Transporte Escolar (META NÃO CUMULATIVA),Pessoa,Aluno beneficiado,484,454,"A redução do atendimento em relação à meta deve-se ao fato das regionais matricularem, em maior número, os alunos em escolas mais próximas de suas residencias. Devem ser consideradas também possíveis transferências e/ou infrequência",Alterações de demanda em relação aos produtos ou serviços ofertados à população,"93,802"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,6,Parcerias com Instituições da Sociedade Civil (META NÃO CUMULATIVA),Pessoa,Aluno beneficiado,6568,0,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2080,Administração do Ensino Fundamental,6,Parcerias com Instituições da Sociedade Civil (META NÃO CUMULATIVA),Pessoa,Aluno beneficiado,1930,0,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,0
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,1,Atendimento do Projeto Escola Integrada (META NÃO CUMULATIVA),Unidade,vaga ofertada,3984,4387,"Houve ampliação do atendimento, porque as  escolas acolheram a demanda das famílias, considerando a utilização de espaços dentro do próprio ambiente escolar, não causando impactos no planejamento financeiro.",,"110,115"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,3,Parcerias com Organizações da Sociedade Civil (META NÃO CUMULATIVA),Pessoa,Aluno beneficiado,881,683,"Encerramento do convênio com a SEE-MG/Secretaria do Estado de Educação de Minas Gerais.
",Financiamento Externo,"77,526"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,4,Projeto Escola Aberta,Pessoa,Participações,49413,73119,"O atendimento pelo Programa Escola Aberta pauta-se pela livre adesão e participação da comunidade,não havendo exigência de frequência nas atividades ofertadas,o que justifica a oscilação que pode ser observada em relação ao número de participações.",,"147,975"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,6,Projeto Escola nas Férias (META NÃO CUMULATIVA),Pessoa,Participações,6986,2366,"O projeto é desenvolvido a partir da adesão pelas escolas.Algumas não se interessaram.Outras,no período de janeiro e julho,passaram por readequações na rede física.Tais fatos alteraram o quantitativo de participações em relação a meta inicial.",Administrativas e/ou Gerenciais,"33,868"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,168,Gestão da Politica do Ensino Fundamental,2702,Gestão do Programa Escola Integrada,7,Projeto BH para Crianças,Pessoa,Participações,21600,79833,O planejamento  de atividades pedagógicas fora do ambiente escolar é realizado considerando os projetos educativos da Secretaria e da Política de Educação Integral.A diversidade de possibilidades motiva as escolas na adesão gerando superação da meta.,,"369,597"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,169,Gestão da Política de Educação Infantil,2046,Gestão Descentralizada da Educação,1,Subvenção Regular (META NÃO CUMULATIVA),Unidade,Escola contemplada,11,11,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,169,Gestão da Política de Educação Infantil,2046,Gestão Descentralizada da Educação,2,PAP - Projeto de Ação Pedagógica (META NÃO CUMULATIVA),Unidade,Escola contemplada,11,11,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,169,Gestão da Política de Educação Infantil,2046,Gestão Descentralizada da Educação,3,Adequação dos Espaços Escolares (META NÃO CUMULATIVA),Unidade,Escola contemplada,11,8,"Em observancia aos limites de recursos orçamentários e financeiros do municipio acrescida pelo atrado no repasse de recursos vinculados, foram revistas e reprogramadas estas ações, a partir de avaliação especifica realizada pela equipe técnica",Orçamentárias e/ou financeiras,"72,727"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,169,Gestão da Política de Educação Infantil,2046,Gestão Descentralizada da Educação,4,Contratação de Apoio Administrativo (META NÃO CUMULATIVA),Unidade,Escola contemplada,11,11,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,169,Gestão da Política de Educação Infantil,2046,Gestão Descentralizada da Educação,5,Subvenção Regular para Complementação da Merenda (META NÃO CUMULATIVA),Unidade,Escola contemplada,11,11,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,169,Gestão da Política de Educação Infantil,2542,Administração da Educação Infantil,1,Administração da Educação Infantil (META NÃO CUMULATIVA),Pessoa,Aluno atendido,3501,2921,A flutuação de demanda por vagas gerou alteração no quantitativo de crianças atendidas em relação à meta estabelecida.,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"83,433"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,169,Gestão da Política de Educação Infantil,2542,Administração da Educação Infantil,3,Parcerias com Instituições de Educação Infantil (META NÃO CUMULATIVA),Pessoa,Aluno atendido,3467,3289,A flutuação de demanda por vagas gerou alteração no quantitativo de crianças atendidas em relação à meta estabelecida.,Alterações de demanda em relação aos produtos ou serviços ofertados à população,"94,866"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,200,COORDENADORIA DE ATENDIMENTO REGIONAL CENTRO-SUL,169,Gestão da Política de Educação Infantil,2542,Administração da Educação Infantil,4,Fornecimento de Kits Escolares,Pessoa,Aluno matriculado,6968,6451,A efetivação da matrícula não correspondeu à estimativa do atendimento previsto.,Administrativas e/ou Gerenciais,"92,58"
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,300,COORDENADORIA DE ATENDIMENTO REGIONAL LESTE,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,1,Subvenção Regular (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
2200,SECRETARIA MUNICIPAL DE EDUCAÇÃO,300,COORDENADORIA DE ATENDIMENTO REGIONAL LESTE,167,Gestão da política de educação inclusiva e diversidade étnico-racial,2046,Gestão Descentralizada da Educação,2,PAP - Projeto de Ação Pedagógica (META NÃO CUMULATIVA),Unidade,Escola contemplada,15,15,,,100
